EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,Gender,JobLevel,JobRole,MonthlyIncome,Over18,PercentSalaryHike,StandardHours,TotalWorkingYears,YearsAtCompany,YearsAtCompany,EnvironmentSatisfaction,JobSatisfaction,PerformanceRating
3982,40,No,Travel_Rarely,Sales,27,2,Medical,1,Female,3,Sales Executive,102740,Y,18,8,12,5,6,3,4,3
3983,34,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,2,Laboratory Technician,53430,Y,14,8,10,10,11,2,3,3
3984,58,No,Non-Travel,Research & Development,2,4,Medical,1,Male,1,Laboratory Technician,23760,Y,12,8,37,16,17,2,2,3
3985,35,No,Travel_Rarely,Research & Development,8,1,Technical Degree,1,Female,3,Manufacturing Director,53460,Y,14,8,6,5,6,2,3,3
3986,47,No,Travel_Rarely,Research & Development,19,5,Medical,1,Female,2,Research Scientist,28270,Y,14,8,28,22,23,3,2,3
3987,40,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Male,2,Manager,199430,Y,13,8,15,7,8,2,1,3
3988,54,No,Travel_Rarely,Sales,27,4,Medical,1,Male,1,Research Scientist,31310,Y,14,8,14,7,8,4,4,3
3989,31,No,Travel_Frequently,Sales,8,4,Other,1,Female,3,Manufacturing Director,25520,Y,18,8,9,3,4,1,1,3
3990,28,No,Travel_Rarely,Sales,1,2,Life Sciences,1,Male,3,Manager,44770,Y,15,8,3,3,4,3,1,3
3991,38,No,Travel_Rarely,Research & Development,19,3,Medical,1,Female,2,Manufacturing Director,64740,Y,13,8,20,4,5,2,4,3
3992,26,No,Travel_Rarely,Sales,8,3,Marketing,1,Female,1,Healthcare Representative,30330,Y,12,8,5,5,6,3,4,3
3993,58,No,Travel_Frequently,Research & Development,10,4,Technical Degree,1,Female,1,Sales Representative,29360,Y,13,8,23,2,3,1,3,3
3994,18,No,Non-Travel,Research & Development,2,3,Life Sciences,1,Male,3,Sales Representative,186060,Y,24,8,0,0,1,2,3,4
3995,31,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,3,Laboratory Technician,21680,Y,14,8,2,1,2,4,1,3
3996,29,Yes,Travel_Rarely,Research & Development,8,2,Medical,1,Male,1,Manager,28530,Y,14,8,4,2,3,1,1,3
3997,45,No,Non-Travel,Sales,1,4,Technical Degree,1,Male,1,Research Scientist,170480,Y,15,8,10,8,9,NA,3,3
3998,36,No,Travel_Rarely,Sales,2,3,Technical Degree,1,Female,5,Laboratory Technician,22900,Y,11,8,15,1,2,4,2,3
3999,43,No,Travel_Frequently,Sales,8,3,Medical,1,Male,1,Research Director,36000,Y,23,8,7,7,8,1,4,4
4000,27,No,Travel_Frequently,Sales,8,4,Life Sciences,1,Male,5,Research Scientist,21070,Y,13,8,6,5,6,4,4,3
4001,29,No,Travel_Frequently,Research & Development,6,2,Medical,1,Male,1,Human Resources,41150,Y,11,8,11,11,12,4,4,3
4002,32,No,Travel_Frequently,Sales,9,4,Life Sciences,1,Male,4,Sales Executive,43270,Y,13,8,4,0,1,4,4,3
4003,42,No,Non-Travel,Research & Development,11,3,Medical,1,Male,1,Manager,178560,Y,18,8,10,6,7,3,3,3
4004,47,No,Travel_Rarely,Sales,2,2,Life Sciences,1,Female,5,Manager,31960,Y,14,8,7,2,3,2,3,3
4005,46,No,Travel_Rarely,Human Resources,1,3,Life Sciences,1,Female,1,Laboratory Technician,190810,Y,21,8,12,9,10,4,4,4
4006,28,No,Non-Travel,Research & Development,7,3,Life Sciences,1,Male,1,Sales Executive,89660,Y,16,8,3,3,4,3,4,3
4007,29,No,Travel_Rarely,Research & Development,16,3,Medical,1,Female,1,Manufacturing Director,22100,Y,11,8,11,7,8,4,3,3
4008,42,No,Travel_Rarely,Sales,2,4,Medical,1,Female,2,Research Director,45390,Y,17,8,8,0,1,4,3,3
4009,32,Yes,Travel_Rarely,Research & Development,1,1,Medical,1,Male,2,Laboratory Technician,27410,Y,11,8,7,2,3,3,2,3
4010,46,No,Travel_Rarely,Research & Development,23,1,Life Sciences,1,Male,2,Laboratory Technician,34910,Y,14,8,25,19,20,1,1,3
4011,27,No,Travel_Rarely,Sales,2,3,Life Sciences,1,Female,5,Research Scientist,45410,Y,14,8,9,9,10,2,3,3
4012,29,No,Travel_Rarely,Research & Development,1,2,Medical,1,Male,3,Sales Executive,26780,Y,25,8,1,1,2,4,2,4
4013,43,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Male,1,Manufacturing Director,73790,Y,13,8,21,16,17,1,3,3
4014,48,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Female,2,Manager,62720,Y,14,8,29,22,23,4,2,3
4015,29,Yes,Travel_Frequently,Research & Development,13,2,Life Sciences,1,Female,1,Laboratory Technician,52200,Y,17,8,1,1,2,4,4,3
4016,46,Yes,Travel_Rarely,Research & Development,4,4,Medical,1,Female,2,Sales Representative,27430,Y,25,8,14,8,9,3,2,4
4017,27,No,Travel_Frequently,Research & Development,16,4,Medical,1,Male,3,Healthcare Representative,49980,Y,20,8,8,7,8,4,1,4
4018,39,No,Travel_Rarely,Research & Development,2,3,Technical Degree,1,Male,3,Healthcare Representative,102520,Y,13,8,7,2,3,4,4,3
4019,55,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Female,1,Human Resources,27810,Y,13,8,19,5,6,2,4,3
4020,28,No,Travel_Rarely,Research & Development,29,2,Life Sciences,1,Male,2,Laboratory Technician,68520,Y,18,8,1,1,2,2,2,3
4021,30,Yes,Travel_Rarely,Sales,12,4,Life Sciences,1,Female,2,Sales Executive,49500,Y,12,8,1,1,2,2,4,3
4022,22,Yes,Travel_Rarely,Research & Development,16,2,Life Sciences,1,Female,2,Laboratory Technician,35790,Y,19,8,1,1,2,4,2,3
4023,36,No,Travel_Rarely,Research & Development,11,3,Life Sciences,1,Male,1,Sales Executive,131910,Y,14,8,10,10,11,2,3,3
4024,31,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Female,5,Manager,103770,Y,14,8,10,10,11,2,3,3
4025,34,No,Travel_Rarely,Sales,14,2,Technical Degree,1,Female,1,Sales Executive,22350,Y,14,8,9,5,6,3,4,3
4026,29,No,Travel_Rarely,Research & Development,5,5,Life Sciences,1,Female,1,Sales Executive,105020,Y,12,8,11,3,4,4,1,3
4027,37,No,Travel_Rarely,Research & Development,7,2,Medical,1,Male,1,Manufacturing Director,20110,Y,13,8,16,5,6,4,1,3
4028,35,No,Travel_Rarely,Sales,2,1,Technical Degree,1,Male,2,Laboratory Technician,18590,Y,25,8,4,3,4,4,2,4
4029,45,No,Travel_Rarely,Research & Development,3,3,Medical,1,Female,2,Sales Executive,37600,Y,14,8,10,9,10,2,4,3
4030,36,No,Travel_Frequently,Research & Development,5,3,Medical,1,Female,4,Manufacturing Director,177790,Y,17,8,10,10,11,2,4,3
4031,40,No,Travel_Rarely,Research & Development,3,3,Other,1,Male,1,Sales Executive,68330,Y,13,8,22,19,20,1,NA,3
4032,26,No,Travel_Rarely,Research & Development,26,2,Life Sciences,1,Male,2,Human Resources,68120,Y,13,8,1,1,2,2,3,3
4033,27,No,Travel_Rarely,Research & Development,4,3,Technical Degree,1,Male,2,Manufacturing Director,51710,Y,20,8,9,8,9,1,3,4
4034,48,No,Travel_Frequently,Research & Development,2,3,Life Sciences,1,Male,2,Research Director,197400,Y,14,8,24,22,23,4,4,3
4035,44,No,Travel_Rarely,Sales,1,2,Medical,1,Male,4,Manager,187110,Y,12,8,10,2,3,2,1,3
4036,34,Yes,Non-Travel,Research & Development,27,2,Life Sciences,1,Female,1,Sales Representative,36920,Y,12,8,5,5,6,4,1,3
4037,56,Yes,Travel_Rarely,Human Resources,1,2,Medical,1,Female,5,Sales Executive,25590,Y,21,8,5,4,5,1,4,4
4038,36,No,Travel_Rarely,Research & Development,13,3,Technical Degree,1,Female,3,Healthcare Representative,25170,Y,14,8,12,4,5,3,2,3
4039,41,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,Female,1,Sales Executive,66230,Y,18,8,14,5,6,3,2,3
4040,42,No,Travel_Rarely,Research & Development,7,3,Technical Degree,1,Female,2,Sales Executive,182650,Y,12,8,18,13,14,3,1,3
4041,31,No,Travel_Rarely,Sales,9,4,Life Sciences,1,Female,1,Sales Executive,161240,Y,23,8,8,5,6,3,4,4
4042,34,No,Travel_Rarely,Research & Development,8,1,Life Sciences,1,Female,3,Laboratory Technician,25850,Y,12,8,9,4,5,4,4,3
4043,31,No,Travel_Rarely,Sales,25,2,Life Sciences,1,Female,3,Manufacturing Director,182130,Y,21,8,4,2,3,1,3,4
4044,26,No,Travel_Frequently,Sales,16,2,Life Sciences,1,Male,2,Healthcare Representative,83800,Y,14,8,8,7,8,3,4,3
4045,45,No,Travel_Frequently,Research & Development,8,4,Life Sciences,1,Female,2,Manager,29940,Y,18,8,12,4,5,2,3,3
4046,33,No,Travel_Rarely,Sales,1,3,Life Sciences,1,Female,5,Sales Executive,12230,Y,13,8,10,10,11,2,3,3
4047,28,No,Travel_Frequently,Sales,8,3,Life Sciences,1,Male,4,Research Scientist,11180,Y,11,8,7,7,8,3,4,3
4048,29,Yes,Travel_Frequently,Human Resources,2,4,Human Resources,1,Male,2,Sales Executive,28750,Y,11,8,1,1,2,3,1,3
4049,39,No,Non-Travel,Research & Development,8,5,Medical,1,Female,2,Sales Representative,188240,Y,19,8,10,3,4,1,3,3
4050,27,No,Travel_Rarely,Sales,3,2,Technical Degree,1,Male,2,Healthcare Representative,135770,Y,12,8,6,5,6,2,2,3
4051,34,No,Travel_Frequently,Research & Development,9,4,Life Sciences,1,Female,2,Manufacturing Director,26250,Y,12,8,16,15,16,3,4,3
4052,28,Yes,Travel_Rarely,Research & Development,25,3,Technical Degree,1,Male,1,Research Director,187890,Y,16,8,6,2,3,4,3,3
4053,47,No,Non-Travel,Research & Development,1,4,Medical,1,Male,1,Research Scientist,45380,Y,11,8,16,8,9,3,2,3
4054,56,No,Travel_Rarely,Research & Development,4,3,Technical Degree,1,Female,2,Sales Executive,198470,Y,14,8,6,0,1,4,1,3
4055,39,No,Travel_Rarely,Research & Development,1,3,Other,1,Female,1,Laboratory Technician,105120,Y,12,8,10,10,11,1,1,3
4056,38,No,Travel_Frequently,Research & Development,4,2,Medical,1,Female,1,Manager,44440,Y,13,8,20,20,21,4,2,3
4057,58,No,Travel_Rarely,Sales,5,3,Marketing,1,Male,5,Sales Representative,21540,Y,21,8,29,1,2,4,4,4
4058,32,Yes,Travel_Frequently,Research & Development,9,3,Life Sciences,1,Male,2,Laboratory Technician,191900,Y,17,8,8,4,5,1,3,3
4059,38,No,Travel_Rarely,Research & Development,3,4,Life Sciences,1,Female,1,Sales Representative,44900,Y,21,8,10,5,6,2,4,4
4060,49,No,Travel_Frequently,Sales,11,4,Life Sciences,1,Male,2,Research Scientist,35060,Y,11,8,28,5,6,2,4,3
4061,42,No,Travel_Rarely,Sales,1,3,Life Sciences,1,Female,1,Sales Executive,23720,Y,12,8,14,0,1,2,4,3
4062,27,Yes,Travel_Frequently,Sales,8,1,Life Sciences,1,Male,4,Laboratory Technician,102310,Y,13,8,1,1,2,1,2,3
4063,35,No,Travel_Rarely,Research & Development,25,1,Medical,1,Male,1,Sales Executive,54100,Y,18,8,6,5,6,2,1,3
4064,28,No,Non-Travel,Research & Development,21,1,Medical,1,Male,3,Research Scientist,79780,Y,16,8,5,5,6,3,3,3
4065,31,No,Non-Travel,Sales,23,1,Medical,1,Male,1,Sales Executive,38670,Y,11,8,4,4,5,3,1,3
4066,36,No,Non-Travel,Research & Development,1,3,Life Sciences,1,Male,2,Research Scientist,28380,Y,19,8,5,5,6,1,2,3
4067,34,No,Travel_Rarely,Sales,2,3,Marketing,1,Male,4,Healthcare Representative,46950,Y,16,8,14,14,15,1,4,3
4068,34,No,Travel_Rarely,Research & Development,19,3,Technical Degree,1,Female,1,Research Director,33390,Y,16,8,9,8,9,4,3,3
4069,26,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,Male,2,Research Scientist,20800,Y,13,8,8,7,8,3,1,3
4070,29,No,Travel_Rarely,Research & Development,2,4,Other,1,Male,2,Laboratory Technician,20960,Y,22,8,6,5,6,1,1,4
4071,32,No,Non-Travel,Research & Development,3,1,Life Sciences,1,Male,3,Manager,62090,Y,17,8,9,5,6,3,4,3
4072,31,No,Travel_Frequently,Research & Development,25,5,Technical Degree,1,Female,2,Human Resources,180610,Y,14,8,10,10,11,4,1,3
4073,28,Yes,Travel_Rarely,Sales,7,5,Life Sciences,1,Female,2,Sales Representative,171230,Y,15,8,6,4,5,3,4,3
4074,38,No,Travel_Rarely,Research & Development,9,2,Technical Degree,1,Male,3,Sales Representative,23720,Y,12,8,20,1,2,1,1,3
4075,35,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,Male,2,Sales Representative,48830,Y,18,8,10,10,11,3,4,3
4076,27,No,Travel_Rarely,Sales,2,3,Life Sciences,1,Female,1,Manager,39040,Y,15,8,7,7,8,4,4,3
4077,32,No,Travel_Rarely,Research & Development,8,1,Medical,1,Female,2,Research Scientist,46270,Y,17,8,8,1,2,4,4,3
4078,31,Yes,Travel_Frequently,Research & Development,2,1,Other,1,Male,3,Sales Executive,70940,Y,14,8,10,10,11,1,4,3
4079,53,Yes,Travel_Rarely,Research & Development,18,3,Medical,1,Male,1,Research Scientist,34230,Y,15,8,15,2,3,1,1,3
4080,54,No,Travel_Rarely,Research & Development,14,3,Other,1,Male,3,Research Scientist,66740,Y,17,8,9,4,5,1,3,3
4081,33,No,Travel_Frequently,Research & Development,2,4,Medical,1,Female,4,Sales Executive,168800,Y,14,8,9,9,10,4,3,3
4082,43,No,Travel_Rarely,Research & Development,3,3,Medical,1,Male,1,Research Scientist,90940,Y,12,8,10,10,11,1,3,3
4083,38,No,Travel_Frequently,Research & Development,2,5,Medical,1,Female,4,Sales Executive,84460,Y,14,8,7,6,7,4,2,3
4084,55,No,Travel_Rarely,Sales,9,3,Marketing,1,Male,2,Laboratory Technician,119160,Y,15,8,35,10,11,3,2,3
4085,31,No,Travel_Rarely,Sales,6,3,Other,1,Male,1,Manufacturing Director,45340,Y,13,8,1,1,2,4,4,3
4086,39,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,Male,2,Sales Executive,98520,Y,12,8,21,20,21,2,1,3
4087,42,No,Non-Travel,Research & Development,10,4,Life Sciences,1,Female,2,Research Scientist,61510,Y,13,8,20,20,21,4,3,3
4088,31,No,Non-Travel,Research & Development,14,2,Life Sciences,1,Male,2,Healthcare Representative,23020,Y,14,8,13,11,12,3,3,3
4089,54,No,Travel_Rarely,Research & Development,1,3,Medical,1,Female,2,Human Resources,23620,Y,13,8,9,5,6,3,1,3
4090,24,No,Travel_Rarely,Research & Development,5,4,Other,1,Male,1,Manufacturing Director,178610,Y,11,8,4,4,5,2,3,3
4091,23,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,Male,2,Research Scientist,191870,Y,11,8,5,5,6,4,4,3
4092,40,No,Travel_Frequently,Research & Development,21,3,Medical,1,Female,3,Research Scientist,197170,Y,21,8,10,10,11,4,3,4
4093,40,No,Travel_Rarely,Research & Development,8,1,Medical,1,Female,5,Research Scientist,35440,Y,18,8,15,11,12,2,2,3
4094,25,No,Travel_Rarely,Sales,20,5,Medical,1,Female,2,Laboratory Technician,85000,Y,12,8,6,2,3,3,2,3
4095,30,No,Travel_Rarely,Human Resources,20,4,Life Sciences,1,Male,2,Research Scientist,46610,Y,11,8,12,12,13,4,2,3
4096,25,No,Travel_Rarely,Research & Development,7,2,Medical,1,Male,5,Sales Executive,41030,Y,15,8,7,2,3,4,3,3
4097,47,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Male,2,Sales Executive,42490,Y,13,8,25,17,18,1,3,3
4098,33,No,Non-Travel,Research & Development,1,3,Life Sciences,1,Male,2,Research Scientist,140260,Y,12,8,1,1,2,2,3,3
4099,38,No,Travel_Rarely,Research & Development,19,3,Life Sciences,1,Female,2,Sales Executive,68930,Y,17,8,16,15,16,4,2,3
4100,31,No,Travel_Rarely,Research & Development,10,4,Medical,1,Female,3,Sales Executive,61250,Y,13,8,3,2,3,1,3,3
4101,38,No,Travel_Frequently,Research & Development,1,4,Other,1,Male,2,Research Scientist,36690,Y,19,8,10,8,9,1,3,3
4102,42,No,Travel_Rarely,Research & Development,6,3,Medical,1,Male,2,Laboratory Technician,100080,Y,19,8,9,4,5,4,1,3
4103,41,No,Travel_Rarely,Sales,2,2,Medical,1,Male,1,Healthcare Representative,23870,Y,17,8,12,5,6,4,4,3
4104,47,No,Non-Travel,Research & Development,21,2,Medical,1,Male,1,Sales Executive,46390,Y,11,8,14,13,14,3,2,3
4105,35,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,Male,2,Healthcare Representative,78980,Y,15,8,5,2,3,4,3,3
4106,22,No,Travel_Rarely,Human Resources,12,1,Human Resources,1,Male,2,Sales Executive,25340,Y,11,8,4,3,4,4,3,3
4107,35,No,Travel_Rarely,Research & Development,9,3,Medical,1,Female,2,Sales Executive,131420,Y,25,8,10,10,11,2,3,4
4108,33,No,Travel_Rarely,Sales,3,4,Medical,1,Male,3,Healthcare Representative,16110,Y,14,8,10,9,10,2,4,3
4109,32,No,Travel_Rarely,Research & Development,3,2,Technical Degree,1,Male,3,Manufacturing Director,53630,Y,13,8,6,6,7,3,2,3
4110,40,No,Travel_Rarely,Research & Development,1,4,Medical,1,Male,2,Research Director,50710,Y,17,8,8,1,2,1,4,3
4111,32,No,Travel_Rarely,Research & Development,1,2,Medical,1,Male,3,Sales Executive,136950,Y,13,8,3,2,3,2,2,3
4112,39,No,Travel_Rarely,Research & Development,4,4,Life Sciences,1,Male,1,Sales Executive,134020,Y,14,8,18,7,8,1,4,3
4113,38,No,Travel_Rarely,Sales,20,4,Medical,1,Female,2,Research Director,20290,Y,11,8,20,18,19,2,3,3
4114,32,No,Travel_Rarely,Research & Development,18,3,Life Sciences,1,Male,2,Manager,63770,Y,12,8,14,14,15,3,4,3
4115,37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Female,4,Sales Executive,54290,Y,17,8,16,16,17,3,4,3
4116,25,No,Travel_Rarely,Research & Development,2,4,Medical,1,Female,2,Manufacturing Director,27850,Y,21,8,6,5,6,1,3,4
4117,52,No,Non-Travel,Research & Development,2,4,Other,1,Male,1,Manager,46140,Y,16,8,16,9,10,1,4,3
4118,44,No,Travel_Rarely,Research & Development,8,1,Life Sciences,1,Female,1,Sales Representative,26100,Y,15,8,6,4,5,2,4,3
4119,21,No,Travel_Rarely,Sales,10,5,Medical,1,Male,3,Research Scientist,66870,Y,19,8,2,2,3,3,1,3
4120,39,No,Non-Travel,Research & Development,3,4,Life Sciences,1,Female,2,Research Director,47240,Y,12,8,21,6,7,4,4,3
4121,23,Yes,Travel_Frequently,Research & Development,2,4,Life Sciences,1,Female,2,Manufacturing Director,61790,Y,11,8,1,1,2,4,1,3
4122,36,No,Travel_Rarely,Research & Development,24,3,Life Sciences,1,Female,2,Laboratory Technician,61200,Y,19,8,10,9,10,1,4,3
4123,36,No,Travel_Frequently,Research & Development,16,1,Medical,1,Male,2,Sales Executive,105960,Y,15,8,18,4,5,4,2,3
4124,56,No,Non-Travel,Research & Development,8,1,Life Sciences,1,Male,1,Sales Executive,54670,Y,20,8,13,13,14,3,3,4
4125,29,Yes,Travel_Rarely,Research & Development,9,4,Medical,1,Male,2,Sales Representative,29960,Y,25,8,4,2,3,1,4,4
4126,42,No,Travel_Rarely,Research & Development,17,1,Life Sciences,1,Male,3,Research Scientist,99980,Y,24,8,24,22,23,1,3,4
4127,56,Yes,Travel_Rarely,Sales,10,4,Other,1,Male,2,Sales Executive,40780,Y,24,8,14,10,11,4,3,4
4128,41,No,Travel_Rarely,Research & Development,13,4,Life Sciences,1,Female,1,Healthcare Representative,109200,Y,15,8,21,20,21,1,2,3
4129,34,No,Travel_Rarely,Sales,1,3,Medical,1,Female,1,Laboratory Technician,62320,Y,13,8,8,8,9,4,3,3
4130,36,No,Non-Travel,Sales,1,1,Medical,1,Female,1,Human Resources,132470,Y,14,8,15,15,16,4,4,3
4131,41,No,Travel_Rarely,Research & Development,1,5,Medical,1,Male,1,Healthcare Representative,40810,Y,13,8,14,5,6,3,2,3
4132,32,No,Travel_Rarely,Sales,9,4,Life Sciences,1,Female,2,Research Scientist,57690,Y,11,8,4,4,5,4,1,3
4133,35,No,Travel_Rarely,Research & Development,16,3,Medical,1,Female,2,Healthcare Representative,23940,Y,16,8,9,9,10,3,4,3
4134,38,No,Travel_Rarely,Research & Development,23,3,Medical,1,Male,3,Sales Representative,39040,Y,22,8,10,10,11,1,4,4
4135,50,Yes,Travel_Frequently,Sales,4,2,Life Sciences,1,Female,2,Laboratory Technician,167990,Y,14,8,12,6,7,2,3,3
4136,36,No,Travel_Rarely,Research & Development,22,4,Life Sciences,1,Male,1,Healthcare Representative,29500,Y,14,8,8,6,7,2,4,3
4137,45,No,Travel_Rarely,Sales,24,3,Life Sciences,1,Male,1,Laboratory Technician,36290,Y,16,8,8,5,6,4,3,3
4138,40,No,Travel_Rarely,Sales,10,4,Life Sciences,1,Male,1,Research Scientist,93620,Y,11,8,8,2,3,3,3,3
4139,35,No,Travel_Frequently,Sales,7,2,Life Sciences,1,Male,2,Manufacturing Director,32290,Y,25,8,10,10,11,3,3,4
4140,40,No,Travel_Rarely,Research & Development,17,4,Life Sciences,1,Male,1,Manager,35780,Y,14,8,20,5,6,3,3,3
4141,35,No,Travel_Rarely,Human Resources,14,1,Life Sciences,1,Male,2,Research Scientist,79880,Y,18,8,4,4,5,3,4,3
4142,29,No,Travel_Rarely,Research & Development,1,3,Medical,1,Male,3,Sales Executive,42840,Y,11,8,10,4,5,4,2,3
4143,29,No,Travel_Rarely,Research & Development,5,3,Medical,1,Male,2,Sales Representative,75530,Y,19,8,5,5,6,4,1,3
4144,50,Yes,Travel_Rarely,Research & Development,17,3,Medical,1,Male,1,Research Scientist,173280,Y,15,8,20,3,4,4,1,3
4145,39,No,Travel_Rarely,Sales,25,3,Medical,1,Male,2,Sales Executive,197010,Y,11,8,21,20,21,2,4,3
4146,31,No,Non-Travel,Research & Development,8,4,Life Sciences,1,Female,4,Sales Executive,147320,Y,12,8,10,9,10,2,1,3
4147,26,No,Travel_Rarely,Research & Development,11,4,Medical,1,Male,2,Manager,92780,Y,20,8,5,4,5,4,3,4
4148,36,No,Travel_Frequently,Research & Development,5,1,Technical Degree,1,Male,1,Sales Executive,13590,Y,12,8,17,5,6,3,4,3
4149,39,No,Travel_Rarely,Research & Development,2,1,Medical,1,Female,1,Research Scientist,47790,Y,14,8,9,7,8,4,1,3
4150,27,No,Travel_Rarely,Research & Development,8,2,Medical,1,Male,1,Laboratory Technician,164220,Y,20,8,6,6,7,2,2,4
4151,49,No,Travel_Frequently,Research & Development,6,1,Medical,1,Male,3,Healthcare Representative,29960,Y,18,8,17,9,10,4,2,3
4152,34,No,Travel_Rarely,Sales,4,3,Medical,1,Female,1,Sales Executive,12610,Y,14,8,6,4,5,2,3,3
4153,41,Yes,Travel_Rarely,Research & Development,7,2,Life Sciences,1,Female,1,Research Scientist,20990,Y,12,8,8,6,7,2,4,3
4154,49,No,Travel_Frequently,Sales,1,4,Life Sciences,1,Female,2,Manufacturing Director,58100,Y,21,8,10,10,11,3,2,4
4155,37,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,1,Sales Executive,56470,Y,19,8,7,0,1,4,3,3
4156,33,No,Travel_Frequently,Research & Development,10,2,Medical,1,Male,2,Research Scientist,34200,Y,14,8,8,8,9,4,3,3
4157,27,No,Travel_Rarely,Sales,5,4,Medical,1,Female,4,Manufacturing Director,44000,Y,17,8,6,2,3,1,2,3
4158,32,No,Travel_Frequently,Research & Development,9,2,Medical,1,Female,2,Research Scientist,35000,Y,16,8,8,7,8,4,4,3
4159,59,No,Travel_Rarely,Sales,2,2,Marketing,1,Female,5,Sales Representative,20660,Y,12,8,12,1,2,3,1,3
4160,30,No,Travel_Rarely,Research & Development,11,4,Medical,1,Male,2,Laboratory Technician,171690,Y,17,8,1,1,2,4,3,3
4161,38,No,Travel_Frequently,Sales,18,4,Life Sciences,1,Male,2,Healthcare Representative,41620,Y,15,8,10,9,10,4,3,3
4162,36,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,Male,1,Sales Executive,92040,Y,23,8,17,7,8,3,3,4
4163,35,No,Travel_Rarely,Human Resources,3,4,Human Resources,1,Male,2,Manager,32940,Y,11,8,6,5,6,1,2,3
4164,29,No,Travel_Rarely,Sales,29,4,Life Sciences,1,Male,2,Laboratory Technician,21270,Y,11,8,10,9,10,4,3,3
4165,31,No,Travel_Rarely,Research & Development,2,2,Medical,1,Male,2,Laboratory Technician,39750,Y,15,8,5,5,6,1,3,3
4166,34,No,Travel_Rarely,Research & Development,28,3,Technical Degree,1,Male,1,Laboratory Technician,107930,Y,11,8,3,2,3,2,4,3
4167,28,Yes,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Male,5,Research Director,100960,Y,13,8,6,4,5,3,3,3
4168,29,No,Travel_Rarely,Research & Development,16,2,Life Sciences,1,Female,4,Laboratory Technician,36460,Y,14,8,10,10,11,2,1,3
4169,32,No,Travel_Rarely,Human Resources,22,3,Human Resources,1,Female,2,Research Director,74460,Y,19,8,7,6,7,1,2,3
4170,22,No,Non-Travel,Research & Development,8,3,Life Sciences,1,Female,3,Sales Executive,108510,Y,16,8,1,1,2,4,4,3
4171,53,No,Travel_Rarely,Research & Development,11,3,Medical,1,Male,2,Manager,21090,Y,13,8,31,25,26,1,4,3
4172,38,No,Travel_Rarely,Research & Development,29,3,Life Sciences,1,Female,1,Manufacturing Director,37220,Y,14,8,6,3,4,4,4,3
4173,24,No,Non-Travel,Research & Development,1,5,Life Sciences,1,Male,3,Research Scientist,93800,Y,16,8,5,4,5,1,3,3
4174,36,Yes,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Male,1,Research Director,54860,Y,12,8,10,5,6,3,1,3
4175,34,No,Travel_Rarely,Sales,24,3,Marketing,1,Male,4,Research Scientist,27420,Y,11,8,13,12,13,1,2,3
4176,21,No,Travel_Rarely,Sales,2,3,Life Sciences,1,Male,2,Manufacturing Director,137570,Y,12,8,0,0,1,3,4,3
4177,34,Yes,Travel_Rarely,Sales,15,2,Marketing,1,Female,2,Research Scientist,84630,Y,13,8,8,4,5,2,1,3
4178,53,No,Travel_Rarely,Sales,2,1,Life Sciences,1,Male,5,Human Resources,31620,Y,15,8,26,14,15,3,3,3
4179,32,Yes,Travel_Frequently,Research & Development,10,3,Medical,1,Female,2,Manufacturing Director,165980,Y,13,8,10,10,11,2,1,3
4180,42,No,Travel_Rarely,Research & Development,10,3,Technical Degree,1,Male,2,Laboratory Technician,66510,Y,20,8,10,9,10,3,2,4
4181,44,No,Travel_Rarely,Research & Development,3,1,Life Sciences,1,Female,1,Manufacturing Director,23450,Y,15,8,24,22,23,1,4,3
4182,46,No,Travel_Rarely,Sales,2,3,Life Sciences,1,Female,1,Research Scientist,34200,Y,13,8,22,2,3,2,1,3
4183,33,No,Travel_Rarely,Sales,3,3,Medical,1,Male,1,Manufacturing Director,43730,Y,14,8,7,1,2,3,4,3
4184,44,No,Travel_Rarely,Human Resources,26,3,Life Sciences,1,Male,5,Healthcare Representative,47590,Y,21,8,9,4,5,4,4,4
4185,30,No,Travel_Rarely,Research & Development,1,4,Technical Degree,1,Female,1,Research Scientist,53010,Y,16,8,10,10,11,4,3,3
4186,39,Yes,Travel_Rarely,Human Resources,1,4,Medical,1,Male,1,Sales Executive,36730,Y,14,8,19,1,2,4,4,3
